latitude,longitude
45.3057460000,3.7907120000
45.0228000000,3.8884900000
48.8773300000,2.4443000000
 -20.9353350000,55.6379070000
43.9369981400,3.9593482018
48.9374765581,2.2987285712
45.6073430000,6.2831070000
49.0389768653,2.4839562178
48.9900630000, -0.3391810000
48.8792900000,2.4491800000
48.8438050000, -0.9209530000
48.9135931233,2.6348812060
48.1855326446,2.2498108149
45.5675845444,5.9245372676
48.6463951434,2.5993517524
43.4413440000,6.3672420000
48.8272864270,2.4692556276
42.9754200000,1.6224400000
43.6434200000,0.5885490000
43.9683340000,4.8822050000
42.9660680000,1.5994110000
43.1449100000,5.7679300000
45.7500122647,4.8252457380
 -20.9372720000,55.6467460000
48.9060519290,2.5322923064
43.7919930000,5.0390500000
48.7706159050,6.0540086039
 -12.7751400000,45.2302700000
49.1105100000,0.2158700000
43.8142470000,5.0188640000
 -21.3344400000,55.4855700000
48.9102600000,2.2549600000
43.7067710000,5.2012540000
43.2149580000,5.5803570000
 -21.3012600000,55.4336400000
49.2110230000, -0.5203490000
43.4578220000,5.4632920000
4.9396000000, -52.3284900000
48.8277740000, -0.7346030000
4.9351410896, -52.3122811317
47.1378529581,5.4027166218
47.8114790000,7.1600730000
50.7352600000,2.2735400000
4.9374100000, -52.3158200000
48.3949390000,7.3047280000
41.9315100000,8.7381900000
49.4229846874,2.8203771114
45.7508400000,4.8607400000
48.1566805766,6.4854177833
45.9356100000, -0.9625700000
45.6976200000,4.8928700000
45.7333550000,4.7758610000
43.4078300000,5.3294900000
45.6887392803,4.8611927032
46.3710000000,6.4850000000
14.6290300000, -61.0559100000
 -20.9674900000,55.6719300000
44.8937090000, -0.7177220000
41.9178700000,8.7370600000
45.7342000000,4.8189000000
43.3087530203,5.6079823777
48.6084830000,2.3160010000
47.2075510000, -0.9894510000
45.7879800000,3.0559200000
45.8279900000,1.2612400000
48.9166200000,2.4445400000
45.8211700000,1.2629200000
48.9179225898,2.4361458421
46.6720600000, -1.4274400000
48.8666500000,2.5288600000
46.6583180000, -1.4481581000
43.9432900000,4.8657400000
43.9208400000,2.1720500000
43.2853900000,5.5152800000
48.9766950000,1.8615370000
43.3253300000,5.4221200000
48.9262828105,2.3966401552
48.9828240000,1.6977300000
45.5984500000,5.2497900000
45.1924100000,5.6983500000
46.3643100000,6.4642100000
48.7585473054,2.3255730855
45.5268400000,4.8799200000
48.5841700000,7.6932500000
45.5452700000,4.9245800000
48.5880100000,7.7842800000
48.6289600000,2.4823600000
45.5845800000,5.2807200000
48.5538800000,7.7623800000
49.1606200000,5.3889900000
48.7589540937,2.3243421458
43.2847100000, -0.3205300000
46.0942750000,6.3552050000
43.3314590154, -0.4126028717
48.9180501697,2.3073887640
43.4676200000, -1.5711700000
43.4827640000, -1.4825730000
48.8433870000,2.5594920000
48.8350835791,2.1757683191
50.7459400000,1.6104000000
48.7083600000,2.3066600000
50.6753700000,3.2102700000
48.9143352249,2.2194984555
45.6149890000,6.3190860000
50.6845000000,3.1896900000
45.4834340702,6.5296348929
50.3362100944,3.2587387561
48.9334299689,2.2520676266
47.7679510000, -3.3555510000
45.6436990000,6.3176970000
45.6549770000,6.3583170000
47.4791000000, -0.5705400000
48.8656200000,2.4207100000
45.4936543694,6.0003084540
47.4718400000, -0.5192400000
49.0123338101,2.1503912473
47.4742933504, -0.5155581236
45.6289250000,6.4436370000
47.2221500000, -1.6377200000
48.9639515455,2.2631313398
47.5875000000,1.3332000000
50.9103870000,2.0784760000
49.0412212246,2.0807994769
43.1171090000,1.6345570000
48.8877000000,2.4725300000
45.1646900000,5.7289700000
48.9529053098,2.3130525649
48.9210200000,2.3569400000
47.4145500000,0.6698600000
48.9685400000,2.4789700000
47.3967800000,0.6859000000
48.8809750000,2.4800840000
48.8318200000,2.6483940000
48.1059148961, -1.7172348884
48.8464770000,2.6622180000
48.8732811102,2.4837829471
48.0807600000, -1.6758300000
48.8738990000,2.4791710000
43.5966000000,3.8452700000
48.7763087259,2.4242660012
48.8826790000,2.5203810000
44.8584730000, -0.6775350000
45.4473440000,6.6412030000
48.9247600000,2.4150000000
44.8378100000, -0.5738900000
45.6806700000,5.9125700000
48.8793579201,2.4748823047
 -12.7599500000,45.2271300000
43.6057400000,1.4488300000
48.8622510000,2.4882190000
 -21.3506300000,55.4842200000
50.7223900000,1.6334500000
43.6112800000,1.3829800000
4.9342000000, -52.3204000000
50.7770770000,1.6125330000
48.4284700000,1.4674900000
4.9406400000, -52.3267800000
50.7421500000,1.5965030000
49.0200600000,1.1595700000
14.6154747736, -61.0140591860
50.5003080000,2.9442060000
44.9271200000,4.8997400000
45.7804100000,4.8118800000
49.3223990000, -0.4552880000
47.2505100000,6.0067600000
45.7546200000,4.7884700000
44.9247900000,2.4742400000
48.8667040000, -0.8706110000
42.6492600000,9.4404400000
16.2792373472, -61.5079450607
47.4822700000,6.8405500000
49.1461000000, -0.3772400000
41.9399300000,8.7437900000
43.4755400000,5.2279800000
48.9668500000,2.2563600000
43.3457300000,5.4248300000
48.6972200000,2.4818700000
48.9351205717,2.4509879630
48.6164370000,2.4587550000
43.3114046242,5.3873455576
41.9344400000,8.7418300000
43.2928100000,5.3875400000
49.8793800000,2.2982100000
48.7443760000,1.9206210000
43.2886000000,5.3930800000
41.9420600000,8.7496800000
43.6737254418,4.6179412005
48.9346470000,2.6021310000
45.2780120296,1.7695605755
43.1972500000,2.2927800000
49.5619500000,0.1164100000
43.2033470000,2.3114960000
49.2459450000, -0.6138090000
46.6724210000,4.2647500000
48.2671050761,4.0761637688
50.4027480000,1.5613560000
46.7677900000,4.4531800000
48.3017308039,4.0872466564
45.7285500000,4.8589800000
44.6086282729,4.3910765650
43.5501500000,7.0230800000
48.5659700000,7.7667800000
48.9006230000,2.3875040000
43.0646510000,1.6390710000
48.5694900000,7.7631500000
48.8281780000,2.3961360000
45.6935000000,5.8963400000
42.6838400000,2.9108400000
48.8970220000,2.3110830000
48.8849190000,2.5195110000
42.7050387372,2.8810049593
48.8639350000,2.3917080000
43.3033100000, -0.3953400000
48.9524000000,2.4907000000
48.8673219809,2.3906756938
43.2596100000, -0.3905400000
48.9334970000,2.5161640000
48.8752430000,2.3823120000
45.7880900000,3.1391600000
46.0520140000,6.1321310000
48.8697800000,2.2922170000
46.0738860000,5.8455740000
45.7815000000,3.0884800000
48.8766760000,2.2656950000
46.1138840000,6.3136520000
45.8011380824,3.1135747432
48.8578030000,2.2879660000
45.9131480000,6.1426110000
45.8163000000,3.1104400000
50.6778510000,3.0618210000
48.8670720000,2.2492840000
45.9181540000,6.1858390000
50.5997990535,3.0870348215
48.8684300000,2.2353910000
45.9051990000,6.1503940000
50.6225900000,3.0448300000
48.8457670000,2.2847980000
45.8439340000,6.0577230000
47.7402840000, -3.3688090000
48.8429480000,2.3016760000
48.9323700000,2.4949700000
48.8391210000,2.3805390000
47.7337700000, -3.3766700000
48.8557440000,2.3913620000
48.6823500000,6.1655600000
49.2921398362,4.0024392307
49.2571248014,4.0393048525
47.4817900000, -0.5754700000
48.8607140000,2.3799510000
47.9054990000,1.9094540000
47.4384870000,5.2906890000
47.8856830000,1.8263180000
47.9802250000,2.7295030000
45.5925790000,5.9021990000
47.2169900000, -1.6248800000
45.5270000000,4.8980000000
45.5263000000,4.8726000000
45.1738800000,5.7420000000
48.1236200000, -1.6514100000
45.5209000000,4.8833700000
44.8489993701, -0.5733034015
45.5134700000,4.9210400000
44.8796107949, -0.6472894549
45.5917700000,5.2851700000
43.6048180000,1.4494540000
45.5881600000,5.2815000000
48.0007100000, -4.1009090000
45.5960900000,5.2409400000
48.3913100000, -4.4883100000
45.5846300000,5.2765200000
48.7372600000,1.3666200000
45.1637400000,1.5404800000
45.5847000000,5.2855600000
45.5908200000,5.2716100000
45.1619800000,1.5310600000
46.1246300000, -1.1244100000
48.1229250000,6.8374660000
43.4272365061,5.2354753871
49.4792790000,2.0629410000
43.4421804291,5.2957800278
47.8675599000, -3.5845930000
43.3202300000,5.3773200000
48.5525730000, -3.1075970000
44.5492220666,2.2519254684
43.6728000000,7.2021900000
46.1975300000,6.2671600000
43.6608900000,6.9225270000
43.5536900000,7.0155900000
46.1351510000,6.4422800000
45.8467390000,6.2141530000
46.1448230000,6.3968860000
46.1875500000,6.2405200000
46.0484550000,6.1256290000
46.1929200000,6.2511600000
48.2082589618,2.1581976414
46.3861400000,6.6438200000
47.8267020000,2.3796130000
46.1336680000,6.0819570000
47.6812310000,2.6302190000
50.7183470000,2.3256420000
46.2015300000,6.2455400000
46.1778700000,6.2345600000
45.7818900000,4.8883400000
46.1862900000,6.2364200000
46.3634000000,6.4687300000
45.9719500000,6.0520400000
47.1077240000,5.4834300000
45.9054300000,6.1196300000
47.1115700000,5.5002700000
45.9526270000,5.9187340000
48.5277100000,7.6943400000
45.9161900000,6.1286000000
48.6012400000,7.7339800000
50.7747030000,2.3525940000
 -12.8064500000,45.2083200000
50.7450740000,2.2589930000
4.9192337946, -52.3176026344
4.9306766101, -52.3136624694
4.9215872217, -52.3297584057
49.9712770000,2.1549730000
4.9147400000, -52.3101100000
49.5072400000,5.7547800000
45.7398400000,4.8331200000
45.7700700000,4.8569800000
14.6319470000, -61.0315590000
45.5921400000,5.2512300000
14.6150400000, -61.0513800000
16.2530082798, -61.5460002422
16.2229916145, -61.5234053135
48.9429556402,2.2522696853
48.7122400000,2.4421100000
45.8333400000,1.2651600000
45.8331100000,1.2485100000
46.5065870000, -1.7841786100
43.1139300000,5.9351500000
43.0808200000,6.1499100000
48.9297800000,2.1439600000
48.9912860000,1.9086010000
49.0000940000,1.9074260000
48.9950860000,2.0191880000
48.8366190000,2.7080080000
49.4476400000,1.0975800000
49.5054100000,0.1693300000
49.5004800000,0.1803600000
49.9268100000,1.0796400000
45.6995666730,4.8621089742
48.6106600000,7.7338900000
48.6129400000,7.7686000000
47.1389720000, -0.7931180000
47.0994020000, -0.7774110000
43.6485210000,2.1020260000
48.2325770000,1.0352900000
49.0757760000,3.6394770000
48.9804990000, -0.7543230000
47.8563050000,7.2606860000
47.8823520000,0.1908980000
49.0094710252, -0.8954139962
50.3394620000,2.5236580000
49.0486420000,4.1121700000
45.2206141309,1.4106810093
48.5158460000,7.2937260000
49.6644520314,0.2474284172
49.6218600000,0.4252480000
