longitude,latitude,name,markerinnerhtml
-0.630821,47.474997,Tif'n Coiffure Beaucouze,<p><b>Tif'n Coiffure Beaucouze</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Tif%27n+Coiffure+Beaucouze 18+RUE+DE+LA+PICOTERIE+BEAUCOUZE'>Voir la devanture via Google Maps</a></p>
1.454443,47.562517,Ombre Et Lumi'hair,<p><b>Ombre Et Lumi'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Ombre+Et+Lumi%27hair 58+RUE+NATIONALE+MONT-PRES-CHAMBORD'>Voir la devanture via Google Maps</a></p>
-1.257762,46.86148,Meche En L'hair,<p><b>Meche En L'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Meche+En+L%27hair 3+RUE+DU+PARC+LA+RABATELIERE'>Voir la devanture via Google Maps</a></p>
-3.067697,48.57568,Illumin'hair,<p><b>Illumin'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Illumin%27hair 8+PLACE+DE+L%27EGLISE+LE+MERZER'>Voir la devanture via Google Maps</a></p>
2.207231,43.197126,Hairkelly,<p><b>Hairkelly</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hairkelly 1+CHE+DE+L+ESCLOUPIERE+ARZENS'>Voir la devanture via Google Maps</a></p>
-1.189221,48.16707,A L'hair Du Temps,<p><b>A L'hair Du Temps</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=A+L%27hair+Du+Temps 4+RUE+DES+LILAS+BALAZE'>Voir la devanture via Google Maps</a></p>
6.379726,47.818772,N'hair'j Style,<p><b>N'hair'j Style</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=N%27hair%27j+Style 5+RUE+CARNOT+LUXEUIL-LES-BAINS'>Voir la devanture via Google Maps</a></p>
0.807649,49.345765,L'hair Naturel,<p><b>L'hair Naturel</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+Naturel 986+RUE+MARIE+LAMBERT+BOURG-ACHARD'>Voir la devanture via Google Maps</a></p>
4.826216,45.779897,F.m Hair,<p><b>F.m Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=F.m+Hair 50+RUE+JACQUES+-+LOUIS+HENON+LYON+4EME'>Voir la devanture via Google Maps</a></p>
2.124247,50.945319,Un Hair De Bioty,<p><b>Un Hair De Bioty</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Un+Hair+De+Bioty 75+RUE+DE+CALAIS+SAINT-FOLQUIN'>Voir la devanture via Google Maps</a></p>
0.69035,46.367771,L'art De L'hair,<p><b>L'art De L'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27art+De+L%27hair 9+PL+DES+MARRONNIERS+GOUEX'>Voir la devanture via Google Maps</a></p>
5.050229,45.072959,Prise De Tete,<p><b>Prise De Tete</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Prise+De+Tete 7+AV+DAUPHINE+PROVENCE+MOURS-SAINT-EUSEBE'>Voir la devanture via Google Maps</a></p>
2.337614,48.705728,Bel'hair,<p><b>Bel'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Bel%27hair 15+RUE+DE+L+EGLISE+MORANGIS'>Voir la devanture via Google Maps</a></p>
6.13887,49.258798,L'hair De Rien,<p><b>L'hair De Rien</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+De+Rien RUE+CLEMENCEAU+AMNEVILLE'>Voir la devanture via Google Maps</a></p>
-60.866056,14.471372,La Tet A L Env Hair,<p><b>La Tet A L Env Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=La+Tet+A+L+Env+Hair LES+RIVAGES+D+ULYSSE+MARIN'>Voir la devanture via Google Maps</a></p>
0.966996,49.713833,Mod Hair N,<p><b>Mod Hair N</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Mod+Hair+N 970+RTE+D+HEURVILLE+VAL-DE-SAANE'>Voir la devanture via Google Maps</a></p>
-1.178818,46.16645,Kif T'tif,<p><b>Kif T'tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Kif+T%27tif 4+PAS+DE+L%27EUROPE+LA+ROCHELLE'>Voir la devanture via Google Maps</a></p>
5.861254,43.459849,L Art De Pl Hair,<p><b>L Art De Pl Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L+Art+De+Pl+Hair LA+LAOUVE+SAINT-MAXIMIN-LA-SAINTE-BAUME'>Voir la devanture via Google Maps</a></p>
6.533437,47.723434,Changer D'hair,<p><b>Changer D'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Changer+D%27hair 14+RUE+DES+VOSGES+SAINT-GERMAIN'>Voir la devanture via Google Maps</a></p>
6.053419,45.88441,Imagin'hair,<p><b>Imagin'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Imagin%27hair 10+CRET+D%27ESTY+LE+MAX+CHAVANOD'>Voir la devanture via Google Maps</a></p>
4.793851,49.699164,Instinc'tif',<p><b>Instinc'tif'</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Instinc%27tif%27 26+RUE+JEAN+JAURES+NOUVION-SUR-MEUSE'>Voir la devanture via Google Maps</a></p>
2.281552,48.740753,Hairmonie Coiffure,<p><b>Hairmonie Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hairmonie+Coiffure 210+RUE+ADOLPHE+PAJEAUD+ANTONY'>Voir la devanture via Google Maps</a></p>
4.373547,46.649519,Capill'hair Stephanie,<p><b>Capill'hair Stephanie</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Capill%27hair+Stephanie 67+RUE+EMILE+ZOLA+SAINT-VALLIER'>Voir la devanture via Google Maps</a></p>
4.284558,45.387666,C Dans L'hair,<p><b>C Dans L'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=C+Dans+L%27hair 111+RUE+JEAN+JAURES+FIRMINY'>Voir la devanture via Google Maps</a></p>
4.279783,45.561866,L'infinitif,<p><b>L'infinitif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27infinitif 12+AV+ANTOINE+PACCARD+VEAUCHE'>Voir la devanture via Google Maps</a></p>
2.440616,49.330203,Tiffany,<p><b>Tiffany</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Tiffany 16+RUE+ANATOLE+FRANCE+RANTIGNY'>Voir la devanture via Google Maps</a></p>
-1.291405,48.619219,A L'infinitif,<p><b>A L'infinitif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=A+L%27infinitif 20+RUE+DU+GENIE+DUCEY-LES+CHERIS'>Voir la devanture via Google Maps</a></p>
6.603119,46.393963,Itiner' Hair,<p><b>Itiner' Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Itiner%27+Hair 406+AV+DE+SEUVAY+NEUVECELLE'>Voir la devanture via Google Maps</a></p>
5.052186,43.398992,De Meches Avec Vous,<p><b>De Meches Avec Vous</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=De+Meches+Avec+Vous 6+AV+CALMETTE+ET+GUERIN+MARTIGUES'>Voir la devanture via Google Maps</a></p>
3.053359,50.20942,Miss T'hair,<p><b>Miss T'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Miss+T%27hair 6+RUE+GRAND+VOISIN+BARALLE'>Voir la devanture via Google Maps</a></p>
5.722704,45.181101,A&g Creatif,<p><b>A&g Creatif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=A%26g+Creatif 34+BD+MAL+FOCH+GRENOBLE'>Voir la devanture via Google Maps</a></p>
-1.203215,48.353868,L'hair Au Naturel,<p><b>L'hair Au Naturel</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+Au+Naturel 14+RUE+CHATEAUBRIAND+FOUGERES'>Voir la devanture via Google Maps</a></p>
1.097531,49.440308,Crea-tif,<p><b>Crea-tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Crea-tif 64+RUE+DE+LA+REPUBLIQUE+ROUEN'>Voir la devanture via Google Maps</a></p>
3.074025,50.426581,Planet'hair,<p><b>Planet'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Planet%27hair 580+RUE+MARCEL+SEMBAT+RAIMBEAUCOURT'>Voir la devanture via Google Maps</a></p>
5.068407,43.989692,Hair Zen,<p><b>Hair Zen</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hair+Zen MEYRENNE+PERNES-LES-FONTAINES'>Voir la devanture via Google Maps</a></p>
3.164212,46.992208,Nev'hair Coiffure,<p><b>Nev'hair Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Nev%27hair+Coiffure 1+RUE+DE+LA+BARRE+NEVERS'>Voir la devanture via Google Maps</a></p>
5.026089,44.121254,Coiff Creatif,<p><b>Coiff Creatif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Coiff+Creatif 216+AV+RASPAIL+BEAUMES-DE-VENISE'>Voir la devanture via Google Maps</a></p>
7.283219,43.706373,Hair Naturel,<p><b>Hair Naturel</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hair+Naturel 8+AV+DE+LA+REPUBLIQUE+NICE'>Voir la devanture via Google Maps</a></p>
-0.353857,49.17113,Jad'hair,<p><b>Jad'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Jad%27hair 82+RUE+DE+FALAISE+CAEN'>Voir la devanture via Google Maps</a></p>
-0.509523,47.621084,Objectif Coiffure,<p><b>Objectif Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Objectif+Coiffure 12+RUE+DU+11+NOVEMBRE+CHEFFES'>Voir la devanture via Google Maps</a></p>
3.06721,50.634961,Nouvel Hair,<p><b>Nouvel Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Nouvel+Hair 100+RUE+PIERRE+MAUROY+LILLE'>Voir la devanture via Google Maps</a></p>
5.549039,47.585905,Sup'hair Belle,<p><b>Sup'hair Belle</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Sup%27hair+Belle 8+GRANDE+RUE+CHAMPLITTE'>Voir la devanture via Google Maps</a></p>
-1.902405,48.144705,Tete A Tete,<p><b>Tete A Tete</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Tete+A+Tete 10+RTE+MONTFORT+BRETEIL'>Voir la devanture via Google Maps</a></p>
-1.56028,43.481123,Coiffure Linda Plumcocq Post'hair,<p><b>Coiffure Linda Plumcocq Post'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Coiffure+Linda+Plumcocq+Post%27hair 15+RUE+DE+LA+POSTE+BIARRITZ'>Voir la devanture via Google Maps</a></p>
0.482387,43.063521,Jad'hair,<p><b>Jad'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Jad%27hair 2+RUE+DE+LA+PLACETTE+NESTIER'>Voir la devanture via Google Maps</a></p>
-2.424353,47.392059,Hair Marin,<p><b>Hair Marin</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hair+Marin 18+RUE+DE+LA+DUCHESSE+ANNE+SAINT-MOLF'>Voir la devanture via Google Maps</a></p>
0.234292,49.503388,Ac-tif Coiffure,<p><b>Ac-tif Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Ac-tif+Coiffure PL+DU+VIEUX+COLOMBIER+GONFREVILLE+L%27ORCHER'>Voir la devanture via Google Maps</a></p>
4.874956,49.694682,L'hair Naturel,<p><b>L'hair Naturel</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+Naturel 4+PL+DE+LA+REPUBLIQUE+CHEVEUGES'>Voir la devanture via Google Maps</a></p>
1.425229,48.358917,Coiffure L'hair D'antan,<p><b>Coiffure L'hair D'antan</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Coiffure+L%27hair+D%27antan 1+RUE+DES+HIRONDELLES+MIGNIERES'>Voir la devanture via Google Maps</a></p>
6.579765,45.297773,L'hair De Zaz',<p><b>L'hair De Zaz'</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+De+Zaz%27 LES+AROLLES+AGIBEL+B+217+LES+BELLEVILLE'>Voir la devanture via Google Maps</a></p>
3.035028,50.622915,Sarl Diminutif,<p><b>Sarl Diminutif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Sarl+Diminutif 49+RUE+VERGNIAUD+LILLE'>Voir la devanture via Google Maps</a></p>
2.114025,49.405715,Estete,<p><b>Estete</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Estete 17+ANCIENNE+ROUTE+DE+PARIS+ALLONNE'>Voir la devanture via Google Maps</a></p>
2.998638,50.592395,Planet'hair,<p><b>Planet'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Planet%27hair 15+RUE+LEON+GAMBETTA+EMMERIN'>Voir la devanture via Google Maps</a></p>
1.658613,49.139613,Nat Tif,<p><b>Nat Tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Nat+Tif PLACE+DE+LA+POSTE+BRAY-ET-LU'>Voir la devanture via Google Maps</a></p>
-2.512555,47.349693,@c'tif Coiffure,<p><b>@c'tif Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=%40c%27tif+Coiffure 31+PL+DU+MARCHE+LA+TURBALLE'>Voir la devanture via Google Maps</a></p>
2.461204,48.714468,Brin D Hair,<p><b>Brin D Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Brin+D+Hair 36+AV+JEAN+JAURES+CROSNE'>Voir la devanture via Google Maps</a></p>
1.49205,48.444312,Tif ' Fanny,<p><b>Tif ' Fanny</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Tif+%27+Fanny 46+RUE+SAINT+PIERRE+CHARTRES'>Voir la devanture via Google Maps</a></p>
-3.628228,47.940293,De Meches Avec Vous,<p><b>De Meches Avec Vous</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=De+Meches+Avec+Vous HELLES+SAINT-THURIEN'>Voir la devanture via Google Maps</a></p>
3.423633,43.361511,Hair Du Sud,<p><b>Hair Du Sud</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hair+Du+Sud 1+RUE+DU+COMMERCE+BESSAN'>Voir la devanture via Google Maps</a></p>
4.324563,44.647902,Dans L'hair Du Temps,<p><b>Dans L'hair Du Temps</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Dans+L%27hair+Du+Temps 77+AV+DE+LA+GARE+LALEVADE+D%27ARDECHE'>Voir la devanture via Google Maps</a></p>
7.44751,43.877539,Karac'hair,<p><b>Karac'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Karac%27hair 1+RUE+SAINT+MICHEL+SOSPEL'>Voir la devanture via Google Maps</a></p>
6.000246,45.819108,Nouvel'hair,<p><b>Nouvel'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Nouvel%27hair 97+RUE+DU+NANT+BOREE+ALBY-SUR-CHERAN'>Voir la devanture via Google Maps</a></p>
-0.04392,49.231185,Racines Carrees,<p><b>Racines Carrees</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Racines+Carrees 104+GRANDE+RUE+DOZULE'>Voir la devanture via Google Maps</a></p>
6.385283,47.82128,Crea ' Tif Coiffure,<p><b>Crea ' Tif Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Crea+%27+Tif+Coiffure 18+RUE+MARTYRS+DE+RESISTANCE+LUXEUIL-LES-BAINS'>Voir la devanture via Google Maps</a></p>
5.388466,46.028452,Objec'tif Bien-etre,<p><b>Objec'tif Bien-etre</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Objec%27tif+Bien-etre 126+GRANDE+RUE+SAINT-JEAN-LE-VIEUX'>Voir la devanture via Google Maps</a></p>
7.024562,43.551904,Hair Line,<p><b>Hair Line</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hair+Line 6+RUE+TONY+ALLARD+CANNES'>Voir la devanture via Google Maps</a></p>
4.600853,46.062977,Coif' Fee Moi,<p><b>Coif' Fee Moi</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Coif%27+Fee+Moi 40+BD+CROZET+MANSARD+LE+PERREON'>Voir la devanture via Google Maps</a></p>
1.324681,50.040055,Crea Tif,<p><b>Crea Tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Crea+Tif 34+RUE+DU+MARQUIS+DE+MAURES+CRIEL-SUR-MER'>Voir la devanture via Google Maps</a></p>
1.494012,48.344471,Capill'hair,<p><b>Capill'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Capill%27hair 4+RUE+DE+CHARTRES+DAMMARIE'>Voir la devanture via Google Maps</a></p>
1.534004,45.160847,Infini-tifs,<p><b>Infini-tifs</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Infini-tifs 7+BD+ANATOLE+FRANCE+BRIVE-LA-GAILLARDE'>Voir la devanture via Google Maps</a></p>
6.715048,48.012769,Hemisp'hair,<p><b>Hemisp'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Hemisp%27hair 15+RUE+DU+GENERAL+DE+GAULLE+VAGNEY'>Voir la devanture via Google Maps</a></p>
0.528673,46.802704,Imagin'hair,<p><b>Imagin'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Imagin%27hair 74+AV+CAMILLE+PAGE+CHATELLERAULT'>Voir la devanture via Google Maps</a></p>
1.525714,47.667933,Admira Tiff,<p><b>Admira Tiff</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Admira+Tiff 1+PL+DE+LA+LIBERATION+MUIDES-SUR-LOIRE'>Voir la devanture via Google Maps</a></p>
3.342145,48.862507,Nouvel'hair,<p><b>Nouvel'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Nouvel%27hair 16+PL+CONSTANT+GALLOT+VILLENEUVE-SUR-BELLOT'>Voir la devanture via Google Maps</a></p>
1.62204,43.102104,L'hair Marine,<p><b>L'hair Marine</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+Marine 6+RTE+DE+FOIX+PAMIERS'>Voir la devanture via Google Maps</a></p>
-1.204489,45.887272,Frang'in,<p><b>Frang'in</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Frang%27in 24+AV+D+ANTIOCHE+LE+CHATEAU+D%27OLERON'>Voir la devanture via Google Maps</a></p>
4.124602,45.142822,Un Hair De Famille,<p><b>Un Hair De Famille</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Un+Hair+De+Famille 5+RUE+CARNOT+YSSINGEAUX'>Voir la devanture via Google Maps</a></p>
9.415669,42.895929,Element'hair,<p><b>Element'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Element%27hair HAM+DE+PIAZZA+LURI'>Voir la devanture via Google Maps</a></p>
4.977687,44.033414,Salon Crea Tif Plus,<p><b>Salon Crea Tif Plus</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Salon+Crea+Tif+Plus 129+IMP+PHEBUS+MONTEUX'>Voir la devanture via Google Maps</a></p>
4.02652,49.270754,Lau'hair,<p><b>Lau'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Lau%27hair 3+BD+ROBESPIERRE+REIMS'>Voir la devanture via Google Maps</a></p>
4.819126,45.65736,Diminutifs Coiffure,<p><b>Diminutifs Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Diminutifs+Coiffure 1277+RTE+DE+LYON+VERNAISON'>Voir la devanture via Google Maps</a></p>
-1.557167,43.479191,Atlan Tif,<p><b>Atlan Tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Atlan+Tif 5+AV+FRANCOIS+MAURIAC+BIARRITZ'>Voir la devanture via Google Maps</a></p>
5.126744,46.248451,Polliatif,<p><b>Polliatif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Polliatif 89+PL+DE+LA+MAIRIE+POLLIAT'>Voir la devanture via Google Maps</a></p>
0.281433,47.986049,Instinc'tif,<p><b>Instinc'tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Instinc%27tif PL+DES+ETAMINES+CHANGE'>Voir la devanture via Google Maps</a></p>
3.403798,46.312024,Jad'hair,<p><b>Jad'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Jad%27hair 20+RUE+ANTOINE+FAYARD+VARENNES-SUR-ALLIER'>Voir la devanture via Google Maps</a></p>
2.512684,48.748733,Caract'hair,<p><b>Caract'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Caract%27hair 2+RUE+DE+VALENTON+BOISSY-SAINT-LEGER'>Voir la devanture via Google Maps</a></p>
2.458796,49.031928,Coiffure Amp'hair,<p><b>Coiffure Amp'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Coiffure+Amp%27hair AV+ALBERT+SARRAUT+GOUSSAINVILLE'>Voir la devanture via Google Maps</a></p>
2.831649,42.66888,Diminu Tiff,<p><b>Diminu Tiff</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Diminu+Tiff 2+AV+DU+STADE+TOULOUGES'>Voir la devanture via Google Maps</a></p>
3.049824,50.179224,Besoin D Hair,<p><b>Besoin D Hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Besoin+D+Hair 10+RUE+DU+CHATEAU+INCHY-EN-ARTOIS'>Voir la devanture via Google Maps</a></p>
1.850328,48.911268,Atmosp'hair,<p><b>Atmosp'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Atmosp%27hair CHS+ST+VINCENT+MAULE'>Voir la devanture via Google Maps</a></p>
55.513401,-21.280617,Imagyn'hair,<p><b>Imagyn'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Imagyn%27hair 16+RUE+DU+DOCTEUR+HENRI+ROUSSEL+LE+TAMPON'>Voir la devanture via Google Maps</a></p>
3.404578,50.326632,Miss Courant D'hair,<p><b>Miss Courant D'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Miss+Courant+D%27hair 20+RUE+MONARD+DENAIN'>Voir la devanture via Google Maps</a></p>
-4.559297,48.424587,Cib'hair,<p><b>Cib'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Cib%27hair 9+RUE+CHARLES+LE+HIR+GUILERS'>Voir la devanture via Google Maps</a></p>
-3.322548,47.875166,En Tete A Tete,<p><b>En Tete A Tete</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=En+Tete+A+Tete 37+RUE+MARC+LE+FLOCH+CALAN'>Voir la devanture via Google Maps</a></p>
4.430262,43.827983,C Design'hair,<p><b>C Design'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=C+Design%27hair 12+RUE+VINCENT+AURIOL+RODILHAN'>Voir la devanture via Google Maps</a></p>
-0.751193,46.923305,Crea Tif,<p><b>Crea Tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Crea+Tif 64+GRAND+RUE+MAULEON'>Voir la devanture via Google Maps</a></p>
2.281182,50.71727,Salon Joc'hair,<p><b>Salon Joc'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Salon+Joc%27hair 12+PL+DE+LA+LIBERATION+BLENDECQUES'>Voir la devanture via Google Maps</a></p>
-4.669633,48.36395,Kl'hair Coiffure,<p><b>Kl'hair Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Kl%27hair+Coiffure 3+RUE+JEAN+COLLE+LOCMARIA-PLOUZANE'>Voir la devanture via Google Maps</a></p>
5.967795,46.107629,Visio N'hair,<p><b>Visio N'hair</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Visio+N%27hair 27+RTE+DE+BELLEGARDE+VALLEIRY'>Voir la devanture via Google Maps</a></p>
0.742519,47.922095,Cap Tifs,<p><b>Cap Tifs</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Cap+Tifs 1+RUE+DU+DOCTEUR+BAUDRILLARD+SAINT-CALAIS'>Voir la devanture via Google Maps</a></p>
4.043291,49.242987,Timo-tif,<p><b>Timo-tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Timo-tif 9+RUE+ST+JULIEN+REIMS'>Voir la devanture via Google Maps</a></p>
4.392591,45.637625,Une Idee En Tete,<p><b>Une Idee En Tete</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Une+Idee+En+Tete 9+PL+DE+LA+POTERNE+CHAZELLES-SUR-LYON'>Voir la devanture via Google Maps</a></p>
1.839196,42.719552,Diminu Tifs,<p><b>Diminu Tifs</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Diminu+Tifs 10+RUE+DU+COUSTOU+AX-LES-THERMES'>Voir la devanture via Google Maps</a></p>
2.572379,48.942281,Caract'hair Tremblay,<p><b>Caract'hair Tremblay</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Caract%27hair+Tremblay 19+AV+PASTEUR+TREMBLAY-EN-FRANCE'>Voir la devanture via Google Maps</a></p>
0.554909,45.564681,Objec Tif Fabiola Coiffure,<p><b>Objec Tif Fabiola Coiffure</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Objec+Tif+Fabiola+Coiffure LE+BOURG+JAVERLHAC-LA-CHAPELLE-ST-ROBERT'>Voir la devanture via Google Maps</a></p>
6.276456,44.545409,Infini Tifs,<p><b>Infini Tifs</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Infini+Tifs GRANDE+RUE+CHORGES'>Voir la devanture via Google Maps</a></p>
2.897323,42.699799,Racine Et Carree,<p><b>Racine Et Carree</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Racine+Et+Carree 3+RUE+AMIRAL+RIBEIL+PERPIGNAN'>Voir la devanture via Google Maps</a></p>
4.93332,44.853399,Cap'tifs,<p><b>Cap'tifs</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Cap%27tifs 17+CRS+DES+PLATANES+MONTELEGER'>Voir la devanture via Google Maps</a></p>
-1.078973,44.352339,Bea'tif,<p><b>Bea'tif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Bea%27tif 469+AV+HENRI+GUILLAUMET+PARENTIS-EN-BORN'>Voir la devanture via Google Maps</a></p>
-1.401801,46.408394,Aqua'tifs,<p><b>Aqua'tifs</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Aqua%27tifs 8+RUE+DU+STADE+ANGLES'>Voir la devanture via Google Maps</a></p>
4.990261,43.508575,L'hair De Vivre,<p><b>L'hair De Vivre</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=L%27hair+De+Vivre 5+ALL+DU+PALATIN+ISTRES'>Voir la devanture via Google Maps</a></p>
6.436775,46.303724,Diminutif,<p><b>Diminutif</b></p><p><a class='button' target='_blank' href='https://www.google.com/maps/?q=Diminutif PERRIGNIER'>Voir la devanture via Google Maps</a></p>
